attribution_id,session_id,user_id,visit_timestamp,channel,utm_source,utm_medium,utm_campaign,utm_content,utm_term,landing_page,sku_viewed,device_type,region,sessions,pageviews,bounce,converted,revenue_usd,cost_usd,roas,cpc_usd,ctr_pct,impression_share_pct,attribution_model
ATT-00473,8a35500bdb3943,U755337,2025-11-13 09:00:47,email,klaviyo,email,weekly_newsletter,,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Southeast,1,1,No,No,0,1.81,0,0,3.18,19.3,linear
ATT-00474,2f3d9562b11d42,U872108,2025-12-07 14:38:01,organic_search,google,organic,(none),,office chair,/products,ErgoPro 500,desktop,Southwest,1,8,No,No,0,0,0,0,2.14,54.7,first_click
ATT-00475,239cd5ea906143,U694291,2025-12-08 00:59:00,affiliate,shareasale,affiliate,launch_promo,carousel_ad,lumbar support chair,/products,ErgoPro 900,desktop,Southeast,1,5,No,No,0,0.87,0,0,4.92,40.7,last_click
ATT-00476,7233409508404f,U584559,2025-12-05 04:45:02,social,facebook,social,ugc_repost,,lumbar support chair,/compare,ErgoPro 900,mobile,Southwest,1,8,Yes,Yes,2997,0.4,7492.5,0,6.21,32.2,data_driven
ATT-00477,95a25de95fb241,U675216,2026-03-01 16:14:14,paid_search,bing_ads,cpc,ergo_chair_brand,plain_text_email,best chair,/products/ergo-pro-500,ErgoPro 500,mobile,Northeast,1,8,Yes,No,0,4.12,0,0.82,2.14,65.9,linear
ATT-00478,5571d1bbf7684c,U126168,2026-03-19 22:09:32,social,linkedin,social,influencer_collab,story_ad,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,tablet,Midwest,1,1,No,No,0,1.37,0,0,3.45,25.4,last_click
ATT-00479,4f71119d89d146,U886698,2025-12-31 14:44:25,paid_search,bing_ads,cpc,competitor_conquest,hero_banner,,/,ErgoPro 200,mobile,West,1,4,Yes,No,0,2.81,0,0.56,4.7,61.8,time_decay
ATT-00480,bdea23c471df4a,U300313,2025-12-28 04:41:51,organic_search,bing,organic,(none),reel,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 900,tablet,Northeast,1,4,No,No,0,0,0,0,4.29,15.0,data_driven
ATT-00481,4a96b4cfd9aa45,U528197,2025-10-12 13:13:49,social,facebook,social,influencer_collab,carousel_ad,ergo chair,/products/ergo-pro-900,ErgoPro 500,desktop,West,1,4,Yes,No,0,1.14,0,0,5.97,37.4,first_click
ATT-00482,2e4c4d5439f944,U431671,2026-01-01 00:46:48,organic_search,google,organic,(none),hero_banner,,/blog/best-ergonomic-chairs-2026,ErgoPro 900,desktop,Southeast,1,8,No,No,0,0,0,0,2.8,57.6,data_driven
ATT-00483,3667bbd296f649,U975001,2025-11-22 16:45:31,email,mailchimp,email,launch_announcement,carousel_ad,,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,West,1,3,No,No,0,0.78,0,0,5.66,42.6,last_click
ATT-00484,c0c097966b8843,U823767,2025-10-23 17:29:37,organic_search,google,organic,(none),,lumbar support chair,/compare,ErgoPro 500,desktop,Southwest,1,7,No,No,0,0,0,0,5.5,70.0,linear
ATT-00485,5438a711dfb24f,U786690,2025-10-31 14:35:19,organic_search,google,organic,(none),story_ad,,/blog/how-to-set-up-your-home-office,ErgoPro 200,mobile,Northeast,1,2,Yes,No,0,0,0,0,2.99,48.8,time_decay
ATT-00486,19d2cd9f0e2747,U598214,2026-02-17 18:45:21,social,tiktok,social,ugc_repost,carousel_ad,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 900,desktop,Southeast,1,7,No,No,0,1.98,0,0,3.71,11.5,last_click
ATT-00487,e9a9e6d52cd84e,U555926,2025-11-28 03:58:15,direct,(direct),(none),(none),reel,,/blog/how-to-set-up-your-home-office,ErgoPro 900,tablet,Northeast,1,1,Yes,No,0,0,0,0,6.08,78.1,first_click
ATT-00488,03aa24831b954c,U612609,2025-10-04 04:18:11,organic_search,bing,organic,(none),story_ad,,/,ErgoPro 500,mobile,Northeast,1,2,No,No,0,0,0,0,4.99,72.1,data_driven
ATT-00489,a1d55c25ad2a4a,U766985,2026-02-05 18:33:03,email,klaviyo,email,launch_announcement,,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,West,1,7,Yes,No,0,0.66,0,0,2.85,53.2,last_click
ATT-00490,6b0a3d90bc4546,U497675,2026-01-13 22:54:21,paid_search,bing_ads,cpc,competitor_conquest,,lumbar support chair,/products/ergo-pro-200,ErgoPro 500,desktop,Northeast,1,6,No,Yes,649,0.81,801.23,0.16,1.6,84.6,last_click
ATT-00491,bf6fb30fd1ab42,U678222,2026-03-27 15:31:19,organic_search,google,organic,(none),,ergonomic chair,/blog,ErgoPro 900,tablet,Northeast,1,4,No,No,0,0,0,0,1.19,42.5,data_driven
ATT-00492,e1417850c69a4b,U113747,2026-03-08 06:23:14,email,klaviyo,email,weekly_newsletter,text_ad,,/products/ergo-pro-500,ErgoPro 200,mobile,Southeast,1,4,No,No,0,0.5,0,0,4.63,69.8,first_click
ATT-00493,06da183a4b094a,U893706,2026-03-16 02:55:47,social,linkedin,social,ugc_repost,carousel_ad,ergo chair,/compare,ErgoPro 500,desktop,Midwest,1,8,Yes,No,0,0.27,0,0,1.42,54.2,linear
ATT-00494,4ecf737794ad43,U883259,2026-02-05 10:35:09,organic_search,bing,organic,(none),,ergonomic chair,/,ErgoPro 500,mobile,Midwest,1,4,No,No,0,0,0,0,5.47,19.6,first_click
ATT-00495,40ccba5d205a45,U164869,2025-12-10 01:32:39,organic_search,bing,organic,(none),carousel_ad,lumbar support chair,/about,ErgoPro 900,mobile,Northeast,1,1,No,No,0,0,0,0,3.24,10.7,last_click
ATT-00496,6bfc79d4ace84c,U709354,2026-02-28 04:58:24,organic_search,bing,organic,(none),html_email,ergo chair,/products/ergo-pro-200,ErgoPro 900,mobile,Southwest,1,4,No,No,0,0,0,0,5.21,24.2,data_driven
ATT-00497,f79f6ea8899a43,U230682,2025-12-22 02:51:32,direct,(direct),(none),(none),text_ad,,/blog/how-to-set-up-your-home-office,ErgoPro 900,tablet,Midwest,1,4,Yes,No,0,0,0,0,1.93,44.7,data_driven
ATT-00498,08acc3384bc04f,U449270,2026-01-03 10:25:55,paid_search,bing_ads,cpc,ergo_chair_generic,html_email,best chair,/compare,ErgoPro 200,mobile,Southeast,1,4,No,No,0,2.06,0,0.41,1.7,77.2,time_decay
ATT-00499,b02b48e238a149,U474592,2025-12-15 10:24:33,email,klaviyo,email,vip_early_access,hero_banner,ergonomic chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Midwest,1,4,Yes,No,0,1.12,0,0,2.07,30.8,time_decay
ATT-00500,3af92670493c45,U599765,2025-10-14 12:35:19,organic_search,bing,organic,(none),,ergonomic chair,/blog,ErgoPro 500,tablet,Midwest,1,6,Yes,No,0,0,0,0,5.78,64.6,linear
